Symbol,Name Company,cafef_exchange,vietstock_exchange,nganh
DBF,CÔNG TY CỔ PHẦN LƯƠNG THỰC ĐÔNG BẮC,OTC,OTC,NGÀNH: BÁN LẺ/ CỬA HÀNG ĐỒ NỘI THẤT VÀ ĐỒ DÙNG GIA ĐÌNH/ CỬA HÀNG ĐỒ NỘI THẤT
DBH,CÔNG TY CỔ PHẦN ĐƯỜNG BỘ HẢI PHÒNG,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CẦU ĐƯỜNG, ĐƯỜNG CAO TỐC"
DBM,CTCP DƯỢC - VẬT TƯ Y TẾ ĐẮK LẮK,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DBT,CTCP DƯỢC PHẨM BẾN TRE,HSX,HOSE,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DƯỢC PHẨM VÀ TẠP HÓA DƯỢC
DBV,CÔNG TY CỔ PHẦN QUẢN LÝ VÀ SỬA CHỮA ĐƯỜNG BỘ VĨNH PHÚC,,,0
DBW,CÔNG TY CỔ PHẦN CẤP NƯỚC ĐIỆN BIÊN,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
DC1,CTCP ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG SỐ 1,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
DC2,CTCP ĐẦU TƯ PHÁT TRIỂN - XÂY DỰNG (DIC) SỐ 2,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ NHÀ THẦU CHUYÊN MÔN/ NHÀ THẦU VỀ NỀN MÓNG, CẤU TRÚC VÀ BỀ MẶT NGOÀI"
DC4,CÔNG TY CỔ PHẦN XÂY DỰNG DIC HOLDINGS,HSX,HOSE,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
DCC,CTCP XÂY DỰNG CÔNG NGHIỆP,HSX,OTC,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG CÔNG TRÌNH KHÁC"
DCD,CTCP DU LỊCH VÀ THƯƠNG MẠI DIC,UPCOM,KHÁC,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ KHÁCH SẠN VÀ PHÒNG Ở/ CHỖ Ở CHO KHÁCH DU LỊCH
DCF,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ THIẾT KẾ SỐ 1,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
DCG,CÔNG TY CỔ PHẦN TỔNG CÔNG TY MAY ĐÁP CẦU,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM MAY MẶC/ SẢN XUẤT SẢN PHẨM MAY MẶC CÔNG NGHIỆP
DCH,CÔNG TY CỔ PHẦN ĐỊA CHÍNH HÀ NỘI,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ KHẢO SÁT ĐỊA LÝ VÀ BẢN ĐỒ"
DCI,CÔNG TY CỔ PHẦN CÔNG NGHIỆP HÓA CHẤT ĐÀ NẴNG,UPCOM,OTC,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
DCL,CÔNG TY CỔ PHẦN DƯỢC PHẨM CỬU LONG,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DCM,CÔNG TY CỔ PHẦN PHÂN BÓN DẦU KHÍ CÀ MAU,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
DCR,CÔNG TY CỔ PHẦN GẠCH MEN COSEVCO,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT CÁC SẢN PHẨM TỪ ĐẤT SÉT VÀ VẬT LIỆU CHỊU NHIỆT
DCS,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẠI CHÂU,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT TRANG THIẾT BỊ NỘI THẤT VÀ SẢN PHẨM LIÊN QUAN/ SẢN XUẤT TỦ BẾP VÀ NỘI THẤT HỘ GIA ĐÌNH
DCT,CTCP TẤM LỢP VẬT LIỆU XÂY DỰNG ĐỒNG NAI,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT XI MĂNG VÀ CÁC SẢN PHẨM BÊ TÔNG
DDG,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHIỆP XUẤT NHẬP KHẨU ĐÔNG DƯƠNG,HNX,HNX,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ CUNG CẤP HƠI NƯỚC VÀ ĐIỀU HÒA KHÔNG KHÍ"
DDH,CÔNG TY CỔ PHẦN ĐẢM BẢO GIAO THÔNG ĐƯỜNG THỦY HẢI PHÒNG,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
DDM,CÔNG TY CỔ PHẦN HÀNG HẢI ĐÔNG ĐÔ,UPCOM,UPCOM,"NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG THỦY/ VẬN TẢI ĐƯỜNG BIỂN, VEN BIỂN, HỒ LỚN"
DDN,CÔNG TY CỔ PHẦN DƯỢC - THIẾT BỊ Y TẾ ĐÀ NẴNG,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN CÁC MẶT HÀNG TIÊU DÙNG KHÁC
DDV,CÔNG TY CỔ PHẦN DAP – VINACHEM,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
DFC,CÔNG TY CỔ PHẦN XÍCH LÍP ĐÔNG ANH,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KIM LOẠI TỔNG HỢP/ SẢN XUẤT SẢN PHẨM KIM LOẠI TỔNG HỢP KHÁC
DFF,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐUA FAT,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ NHÀ THẦU CHUYÊN MÔN/ NHÀ THẦU VỀ NỀN MÓNG, CẤU TRÚC VÀ BỀ MẶT NGOÀI"
DFS,CÔNG TY CỔ PHẦN CHẾ BIẾN XUẤT NHẬP KHẨU NÔNG SẢN THỰC PHẨM ĐỒNG NAI,OTC,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ XAY SÁT CÁC LOẠI HẠT VÀ HẠT CÓ DẦU
DGC,CÔNG TY CỔ PHẦN TẬP ĐOÀN HÓA CHẤT ĐỨC GIANG,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT HÓA CHẤT CƠ BẢN"
DGL,CÔNG TY CỔ PHẦN HÓA CHẤT ĐỨC GIANG - LÀO CAI,HNX,KHÁC,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
DGT,CTCP CÔNG TRÌNH GIAO THÔNG ĐỒNG NAI,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CẦU ĐƯỜNG, ĐƯỜNG CAO TỐC"
DGW,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,HSX,HOSE,"NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN CÁC MẶT HÀNG ĐIỆN, ĐIỆN TỬ"
DHA,CTCP HÓA AN,HSX,HOSE,NGÀNH: KHAI KHOÁNG/ KHAI KHOÁNG (NGOẠI TRỪ DẦU MỎ VÀ KHÍ ĐỐT)/ KHAI THÁC ĐÁ VÀ KHOÁNG SẢN PHI KIM
DHB,CÔNG TY CỔ PHẦN PHÂN ĐẠM VÀ HÓA CHẤT HÀ BẮC,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
DHC,CÔNG TY CỔ PHẦN ĐÔNG HẢI BẾN TRE,HSX,HOSE,NGÀNH: SẢN XUẤT/ SẢN XUẤT GIẤY/ SẢN XUẤT CÁC SẢN PHẨM TỪ GIẤY
DHD,CTCP DƯỢC VẬT TƯ Y TẾ HẢI DƯƠNG,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DHG,CÔNG TY CỔ PHẦN DƯỢC HẬU GIANG,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DHI,CTCP IN DIÊN HỒNG,HNX,OTC,NGÀNH: SẢN XUẤT/ IN ẤN VÀ CÁC HOẠT ĐỘNG HỖ TRỢ/ IN ẤN
DHL,CÔNG TY CỔ PHẦN CƠ KHÍ VẬN TẢI THƯƠNG MẠI ĐẠI HƯNG,HNX,OTC,"NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KIM LOẠI TỔNG HỢP/ SẢN XUẤT LÒ HƠI, THÙNG CHỨA VÀ CONTAINER VẬN CHUYỂN"
DHM,CÔNG TY CỔ PHẦN THƯƠNG MẠI & KHAI THÁC KHOÁNG SẢN DƯƠNG HIẾU,HSX,HOSE,NGÀNH: KHAI KHOÁNG/ KHAI KHOÁNG (NGOẠI TRỪ DẦU MỎ VÀ KHÍ ĐỐT)/ KHAI THÁC QUẶNG KIM LOẠI
DHN,CÔNG TY CỔ PHẦN DƯỢC PHẨM HÀ NỘI,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DHP,CÔNG TY CỔ PHẦN ĐIỆN CƠ HẢI PHÒNG,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT TRANG THIẾT BỊ, DỤNG CỤ ĐIỆN/ SẢN XUẤT ĐỒ ĐIỆN GIA DỤNG"
DHQ,CÔNG TY CỔ PHẦN DUYÊN HẢI QUẢNG NINH,,,0
DHT,CÔNG TY CỔ PHẦN DƯỢC PHẨM HÀ TÂY,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DIC,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI DIC,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN GỖ XẺ VÀ VẬT LIỆU XÂY DỰNG KHÁC
DID,CÔNG TY CỔ PHẦN DIC - ĐỒNG TIẾN,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT XI MĂNG VÀ CÁC SẢN PHẨM BÊ TÔNG
DIG,TỔNG CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
DIH,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG HỘI AN,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
DKC,CÔNG TY CỔ PHẦN CHỢ LẠNG SƠN,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
DKH,TRUNG TÂM ĐĂNG KIỂM PHƯƠNG TIỆN GIAO THÔNG THỦY BỘ (TÊN DOANH NGHIỆP DỰ KIẾN SAU KHI CỔ PHẦN HÓA: CÔNG TY CỔ PHẦN ĐĂNG KIỂM HẬU GIANG),UPCOM,OTC,"NGÀNH: DỊCH VỤ HỖ TRỢ (HÀNH CHÍNH, DU LỊCH, AN NINH, KIỂM ĐỊNH…) VÀ XỬ LÝ RÁC THẢI/ DỊCH VỤ HÀNH CHÍNH VÀ HỖ TRỢ/ CÁC DỊCH VỤ HỖ TRỢ KHÁC"
DKP,CÔNG TY CỔ PHẦN DƯỢC KHOA,UPCOM,OTC,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DKW,CÔNG TY CỔ PHẦN CẤP NƯỚC SINH HOẠT CHÂU THÀNH,,,0
DL1,CÔNG TY CỔ PHẦN TẬP ĐOÀN ALPHA SEVEN,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI TRUNG CHUYỂN VÀ VẬN TẢI HÀNH KHÁCH BẰNG ĐƯỜNG BỘ/ VẬN TẢI TRUNG CHUYỂN VÀ VẬN TẢI HÀNH KHÁCH BẰNG ĐƯỜNG BỘ KHÁC
DLC,CTCP DU LỊCH CẦN THƠ,UPCOM,OTC,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ DỊCH VỤ ĂN UỐNG/ NHÀ HÀNG ĐẦY ĐỦ DỊCH VỤ
DLD,CTCP DU LỊCH ĐẮK LẮK,UPCOM,UPCOM,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ DỊCH VỤ ĂN UỐNG/ NHÀ HÀNG ĐẦY ĐỦ DỊCH VỤ
DLG,CTCP TẬP ĐOÀN ĐỨC LONG GIA LAI,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM ĐIỆN TỬ, VI TÍNH/ SẢN XUẤT LINH KIỆN BÁN DẪN VÀ CÁC LINH KIỆN ĐIỆN TỬ KHÁC"
DLM,CÔNG TY CỔ PHẦN CHIẾU SÁNG CÔNG CỘNG ĐÀ NẴNG,,,0
DLR,CTCP ĐỊA ỐC ĐÀ LẠT,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
DLT,CÔNG TY CỔ PHẦN DU LỊCH VÀ THƯƠNG MẠI - VINACOMIN,UPCOM,UPCOM,NGÀNH: KHAI KHOÁNG/ CÁC HOẠT ĐỘNG HỖ TRỢ KHAI KHOÁNG/ CÁC HOẠT ĐỘNG HỖ TRỢ CHO KHAI THÁC THAN
DLV,CTCP DU LỊCH VIỆT NAM VITOURS,UPCOM,OTC,NGÀNH: SẢN XUẤT NÔNG NGHIỆP/ CHĂN NUÔI/ CHĂN NUÔI CÁC LOÀI ĐỘNG VẬT KHÁC
DLX,CÔNG TY CỔ PHẦN DELEX VIỆT NAM,,OTC,0
DM7,CÔNG TY CỔ PHẦN DỆT MAY 7,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM MAY MẶC/ SẢN XUẤT SẢN PHẨM MAY MẶC CÔNG NGHIỆP
DMC,CÔNG TY CP XUẤT NHẬP KHẨU Y TẾ DOMESCO,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DMH,CÔNG TY CỔ PHẦN DƯỢC MINH HẢI,,OTC,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM"
DMN,CÔNG TY CỔ PHẦN DOMENAL,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT THỨC ĂN CHO ĐỘNG VẬT
DNA,CÔNG TY CỔ PHẦN ĐIỆN NƯỚC AN GIANG,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ TRUYỀN TẢI, KIỂM SOÁT VÀ PHÂN PHỐI ĐIỆN "
DNB,CÔNG TY CỔ PHẦN SÁCH VÀ THIẾT BỊ TRƯỜNG HỌC TỈNH ĐẮK NÔNG,UPCOM,OTC,"NGÀNH: BÁN LẺ/ CỬA HÀNG ĐỒ DÙNG THỂ THAO, ĐỒ CỔ, SÁCH VÀ ÂM NHẠC/ CỬA HÀNG SÁCH, ẤN BẢN VÀ ÂM NHẠC"
DNC,CÔNG TY CỔ PHẦN ĐIỆN NƯỚC LẮP MÁY HẢI PHÒNG,HNX,HNX,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ TRUYỀN TẢI, KIỂM SOÁT VÀ PHÂN PHỐI ĐIỆN "
DND,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ VẬT LIỆU ĐỒNG NAI,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT SẢN PHẨM TỪ KHOÁNG CHẤT PHI KIM KHÁC
DNE,CÔNG TY CỔ PHẦN MÔI TRƯỜNG ĐÔ THỊ ĐÀ NẴNG,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ CÔNG TRÌNH XỬ LÝ NƯỚC THẢI"
DNF,CÔNG TY CỔ PHẦN LƯƠNG THỰC ĐÀ NẴNG,UPCOM,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT CÁC LOẠI THỰC PHẨM KHÁC
DNG,CÔNG TY CỔ PHẦN LẮP MÁY ĐIỆN NƯỚC VÀ XÂY DỰNG,,OTC,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ CỬA, CAO ỐC"
DNH,CÔNG TY CỔ PHẦN THỦY ĐIỆN ĐA NHIM - HÀM THUẬN - ĐA MI,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ PHÁT ĐIỆN"
DNL,CÔNG TY CỔ PHẦN LOGISTICS CẢNG ĐÀ NẴNG,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
DNM,TỔNG CÔNG TY CỔ PHẦN Y TẾ DANAMECO,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT KHÁC/ SẢN XUẤT DỤNG CỤ VÀ THIẾT BỊ Y TẾ
DNN,CÔNG TY CỔ PHẦN CẤP NƯỚC ĐÀ NẴNG,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
DNP,CÔNG TY CỔ PHẦN DNP HOLDING,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM NHỰA VÀ CAO SU/ SẢN XUẤT CÁC SẢN PHẨM NHỰA
DNR,CÔNG TY CỔ PHẦN ĐƯỜNG SẮT QUẢNG NAM - ĐÀ NẴNG,UPCOM,OTC,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG SẮT
DNS,CÔNG TY CỔ PHẦN THÉP ĐÀ NẴNG,UPCOM,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẢN PHẨM THÉP TỪ NGUYÊN LIỆU THU MUA
DNT,CTCP DU LỊCH ĐỒNG NAI (ĐÃ HỦY ĐĂNG KÝ),UPCOM,UPCOM,NGÀNH: DỊCH VỤ LƯU TRÚ VÀ ĂN UỐNG/ DỊCH VỤ ĂN UỐNG/ NHÀ HÀNG ĐẦY ĐỦ DỊCH VỤ
DNV,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VDA ĐÀ NẴNG,OTC,OTC,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ BẤT ĐỘNG SẢN / BẤT ĐỘNG SẢN 
DNW,CÔNG TY CỔ PHẦN CẤP NƯỚC ĐỒNG NAI,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
DNY,CÔNG TY CỔ PHẦN THÉP DANA - Ý,UPCOM,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẢN PHẨM THÉP TỪ NGUYÊN LIỆU THU MUA
DO3,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ KINH DOANH ĐỊA ỐC III.,,,0
DOC,CÔNG TY CỔ PHẦN VẬT TƯ NÔNG NGHIỆP ĐỒNG NAI,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
DOP,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU ĐỒNG THÁP,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ HOẠT ĐỘNG HỖ TRỢ VẬN TẢI ĐƯỜNG THỦY
DP1,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CPC1,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN DƯỢC PHẨM VÀ TẠP HÓA DƯỢC
DP2,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG 2,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DP3,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG 3,HNX,HNX,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DPC,CÔNG TY CỔ PHẦN NHỰA ĐÀ NẴNG,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM NHỰA VÀ CAO SU/ SẢN XUẤT CÁC SẢN PHẨM NHỰA
DPD,CÔNG TY CỔ PHẦN CAO SU ĐỒNG PHÚ - ĐẮK NÔNG,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT NHỰA, CAO SU TỔNG HỢP, SỢI TỔNG HỢP NHÂN TẠO"
DPG,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẠT PHƯƠNG,HSX,HOSE,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
DPH,CÔNG TY CỔ PHẦN DƯỢC PHẨM HẢI PHÒNG,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
DPM,TỔNG CÔNG TY PHÂN BÓN VÀ HOÁ CHẤT DẦU KHÍ - CTCP,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
DPP,CTCP DƯỢC ĐỒNG NAI,UPCOM,UPCOM,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG TIÊU DÙNG/ BÁN BUÔN CÁC MẶT HÀNG TIÊU DÙNG KHÁC
